Key;WikidataId;Author;No of co-authors;Title;Subtitle;Normalized genre;Archive;Normalized year;Publisher;Publication place;First edition;Num Pages;Size;Libretto;Premier year;Print edition;No of speakers;No of speakers (female);No of speakers (male);No of speakers (unknown);No of person groups;No of connected components;No of edges;Year written;No of segments;No of acts;No of Words;No of words (speakers);No of words (stage directions);No of paragraphs;No of lines;Filename;Xmlid;Corpus;Date;Notes;Author gender (manual);Author birth;Author death;Characters;Co-authors;Author age (time of writing);Posthumous;Authorid;Publication statement
am000077;;Lazarus, Emma;0;The Dance to Death;A Historical Tragedy in Five Acts.;Tragedy;https://name.umdl.umich.edu/BAK3042.0001.001;1889;;;;;56;False;;1889;56;6;36;14;7;1;361;1882;15;5;15764;14227;1449;2;1836;lazarus-dance-to-death;am000077;AmDraCor;1889;"Author name was missing; author name and date of birth and death added based on the link provided (umich.edu).";female;1849;1887;"NAPHTALI (M); BARUCH (M); RABBI CRESSELIN (M); RABBI JACOB (M); A VOICE (Unk); ANOTHER VOICE (Unk); SÜSSKIND VON ORB (M); CLAIRE (F); LIEBHAID (M); 1ST VOICE (Unk); 2D VOICE (Unk); 3D VOICE (M); 4TH VOICE (Unk); 5TH VOICE (Unk); PRINCE WILLIAM (M); JEW (M); REUBEN (M); SERVANT (M); LEIBHAID (M); LANDGRAVE (M); SCHNETZEN (M); VOICE FROM BELOW (Unk); PRIOR (M); PRINCESS (M); LAY-BROTHER (M); NORDMANN (M); PAGE (M); TETTENBORN (M); SCRIVENER (M); A COUNSELLOR (DIETHER VON WERTHER) (M); BURGHER (HUGO SHULTZ) (M); VOICES (Unk); 1ST JEW (M); 2D JEW (M); 3D JEW (M); JEWS (Unk); ONE CALLING FROM ABOVE (Unk); ONE OF THE MEN AT THE DOOR (M); SEVERAL VOICES (Unk); AN OLD MAN (M); A YOUNG GIRL (F); A BRIDE (F); A JEW (M); CITIZENS (Unk); 1ST CITIZEN (M); 2D CITIZEN (M); 3D CITIZEN (M); WIFE (F); 4TH CITIZEN (M); BOY (M); ANOTHER CITIZEN (M); CITIZEN'S WIFE (F); YOUTHS (Unk); MAIDENS (F); CITIZEN (M); VOICES WITHOUT (Unk)";;;True;https://www.wikidata.org/wiki/Q240959;DraCor: https://dracor.org/
am000123;;James, Henry;0;Daisy Miller;;Verse;https://en.wikisource.org/wiki/Daisy_Miller:_A_Comedy;1949;;;;;11;False;;1949;11;5;6;0;0;1;51;;31;3;39148;36254;3862;1854;0;james-daisy-miller;am000123;AmDraCor;1949;;male;1843;1916;"MME DE KATKOFF (F); EUGENIO (M); REVERDY (M); MRS COSTELLO (F); MISS DURANT (F); THE WAITER (M); WINTERBOURNE (M); RANDOLPH (M); DAISY (F); GIOVANELLI (M); MRS WALKER (F)";;;True;https://www.wikidata.org/wiki/Q170509;DraCor: https://dracor.org/
am000219;;Godfrey, Thomas;0;The Prince of Parthia;;Tragedy;https://www.gutenberg.org/ebooks/29222;1765;;;;;14;False;;1765;14;4;9;1;0;1;44;;40;5;19907;19519;294;2;2445;godfrey-the-prince-of-parthia;am000219;AmDraCor;1765;;male;1736;1763;"Gotarzes (M); Phraates (M); Lysias (M); Vardanes (M); Thermusa (F); Edessa (F); Evanthe (F); Cleone (F); Artabanus, King of Parthia (M); Arsaces (M); Bethas (M); Ghost (Unk); Barzaphernes (M); Officer (M)";;;True;https://www.wikidata.org/wiki/Q18672424;DraCor: https://dracor.org/
am000231;;Gale, Rachel E.;0;The Clinging Vine;;"Comedy; One-act";https://archive.org/details/clingingvine00gale/;1913;;;;;19;False;;1913;19;18;0;1;1;1;171;;1;0;7341;6825;1256;322;0;gale-the-clinging-vine;am000231;AmDraCor;1913;Baker;female;1858;1923;"Bridget (F); Mrs Spencer (F); Mrs Anthony (F); Mrs Smith (F); Mrs Brown (F); Mrs Jenkins (F); Mrs Beadle (F); Miss Lucretia Briggs (F); Mrs Luce (F); Members (Unk); Miss Simpkins (F); Lucretia (F); Mrs Fielding (F); Susan (F); Priscilla (F); Mrs Redding (F); Melissa (F); Anita (F); Women (F)";;55;False;https://www.wikidata.org/wiki/Q17421725;DraCor: https://dracor.org/
am000234;;Gale, Rachel E.;0;A King's Daughter;;Comedy;https://archive.org/details/kingsdaughtercom00gale/;1893;;;;;13;False;;1893;13;13;0;0;1;1;78;;3;3;22932;21673;3965;1134;17;gale-a-kings-daughter;am000234;AmDraCor;1893;Baker;female;1858;1923;"Kitty (F); Florence (F); Helen (F); Rebecca (F); Girls (F); Nan (F); Polly (F); Aunt Clarissa (F); Mrs Graham (F); Sallie (F); Ruth (F); Mabel (F); Beth (F)";;35;False;https://www.wikidata.org/wiki/Q17421725;DraCor: https://dracor.org/
am000236;;Fuller, Henry Blake;0;The Story-Spinner;;Verse;https://archive.org/details/puppetboothtwel01fullgoog;1896;;;;;10;False;;1896;10;5;4;1;0;1;45;;1;0;3759;3487;356;150;0;fuller-the-story-spinner;am000236;AmDraCor;1896;;male;1857;1929;"Nurse (F); Wayfarer (Unk); Bride's Father (M); Groom's Father (M); Bride's Grandmother (F); Groom's Uncle (M); Bridegroom (M); Bride's Mother (F); Bride (F); Groom's Mother (F)";;39;False;https://www.wikidata.org/wiki/Q4493340;DraCor: https://dracor.org/
am000264;;Fitch, Clyde;0;The Climbers;;"Social Comedy; Satire";https://www.gutenberg.org/ebooks/16635;1915;;;;;22;False;;1915;22;8;12;0;0;1;205;;4;4;31963;26450;8509;1457;4;fitch-the-climbers;am000264;AmDraCor;1915;;male;1865;1909;"Jordan (M); Leonard (M); Tompson (M); Marie (F); Mrs Hunter (F); Mrs Sterling (F); Master Sterling (M); Clara Hunter (F); Jessica Hunter (F); Ruth (F); Frederick Mason (M); Richard Sterling (M); Edward Warden (M); Johnny Trotter (M); Miss Sillerton (F); Miss Godesby (F); Dr Steinhart (M); Godesby (M); First Footman (M); Servant (M)";;;True;https://www.wikidata.org/wiki/Q2980425;DraCor: https://dracor.org/
am000300;;Dunlap, William;0;Darby's Return;;"Comedy; Opera";https://ota.bodleian.ox.ac.uk/repository/xmlui/bitstream/handle/20.500.12024/N16932/N16932.html;1789;;;;;7;False;;1789;7;2;4;1;1;1;21;;1;1;2066;1903;56;0;229;dunlap-darbys-return;am000300;AmDraCor;1789;;male;1766;1839;"Father Luke (M); Kathleen (F); Villagers (Unk); Darby (M); Old Woman (F); Clown (M); Dermot (M)";;23;False;https://www.wikidata.org/wiki/Q2578528;DraCor: https://dracor.org/
am000304;;Dunlap, William;0;Andre;;Tragedy;http://www.gutenberg.org/ebooks/29229;1798;;;;;15;False;;1798;15;2;11;2;0;1;44;;16;5;26850;11292;825;7;1374;dunlap-andre;am000304;AmDraCor;1798;;male;1766;1839;"Melville (M); Bland (M); General (M); Seward (M); M'Donald (M); André (M); Sergeant (M); Mrs Bland (F); 1st Child (Unk); 2d Child (Unk); Servant (M); Officer 1 (M); British Officer (M); Honora (F); Officer 2 (M)";;32;False;https://www.wikidata.org/wiki/Q2578528;DraCor: https://dracor.org/
am000320;;De Mille, Henry Churchill;1;The Charity Ball;;Melodrama;https://archive.org/details/charityballcomed00bela;1942;;;;;15;False;;1942;15;6;6;3;0;1;105;;4;4;26921;26406;6700;1242;4;de-mille-the-charity-ball;am000320;AmDraCor;1942;;male;1853;1893;"Mrs Van Buren (F); Sophie (F); Bess Van Buren (F); Mr Betts (M); Phyllis Lee (F); Mrs Camilla De Peyster (F); Alec Robinson (M); Ann Cruger (F); People (Unk); Dick Van Buren (M); Mr Creighton (M); Paxton (Unk); John Van Buren (M); Judge Peter Gurney Knox (M); Cain (Unk)";Belasco, David;;True;https://www.wikidata.org/wiki/Q3784910;DraCor: https://dracor.org/
am000380;;Crothers, Rachel;0;The Rector;;"One-act; Drama";https://archive.org/details/rectorplayinonea00crot;1925;;;;;8;False;;1925;8;7;1;0;0;1;28;;1;0;7556;6954;1745;267;0;crothers-the-rector;am000380;AmDraCor;1925;;female;1878;1958;"JANIE (F); MRS LEMMINGWORTH (F); MRS LEM (F); MR HERR (M); MISS TRIMBALL (F); MARGARET (F); MRS MUNSEY (F); VICTORIA (F)";;47;False;https://www.wikidata.org/wiki/Q3416089;DraCor: https://dracor.org/
am000466;;Brackenridge, H. H.;0;The Battle of Bunkers-Hill;;"Drama; Verse";https://www.gutenberg.org/ebooks/29225;1776;;;;;11;False;;1776;11;0;10;0;0;3;17;;15;5;7702;5300;205;20;646;brackenridge-the-battle-of-bunkers-hill;am000466;AmDraCor;1776;Hugh Henry;male;1748;1816;"Warren (M); Putnam (M); Gardiner (M); Burgoyne (M); Gage (M); Howe (M); Sherwin (M); Richardson (M); Clinton (M); Lord Pigot (M)";;28;False;https://www.wikidata.org/wiki/Q973734;DraCor: https://dracor.org/
am000475;;Boucicault, Dion;0;Old Heads and Young Hearts;;Comedy;https://archive.org/details/oldheadsyounghea00bouc_1;1845;;;;;13;False;;1845;13;3;6;4;0;1;75;;5;5;22003;20563;2211;1180;0;boucicault-old-heads-and-young-hearts;am000475;AmDraCor;1845;;male;1820;1890;"Littleton Coke (M); Bob (M); Roebuck (M); Rocket (Unk); Rural (Unk); Tom Coke (M); Lady Pompion (F); Servant (Unk); Lady Alice Hawthorn (F); Lord Pompion (M); Kate Rocket (F); Butler (M); Stripe (Unk)";;25;False;https://www.wikidata.org/wiki/Q582694;DraCor: https://dracor.org/
am000477;;Boucicault, Dion;0;The Octoroon;;Prose;https://www.gutenberg.org/ebooks/46091;1866;;;;;25;False;;1866;25;8;14;2;1;1;256;;4;4;16096;14198;1577;667;0;boucicault-the-octoroon;am000477;AmDraCor;1866;;male;1820;1890;"Solon (M); Grace (F); Pete (M); George (M); Mrs Peyton (F); Scudder (M); Zoe (F); Dido (F); Sunny (F); Dora (F); McClosky (M); Paul (M); Wahnotee (M); Jackson (M); Ratts (M); Lafouche (M); Pointdexter (M); Minnie (F); Slaves (Unk); Thibodeaux (M); Caillou (M); Lafou (M); Voice (Unk); Mrs Clair (F)";;46;False;https://www.wikidata.org/wiki/Q582694;DraCor: https://dracor.org/
am000503;;Boker, George H.;0;Francesca Da Rimini;;Tragedy;https://www.gutenberg.org/ebooks/13005;1883;;;;;17;False;;1883;17;2;13;2;0;1;65;;14;5;27342;26468;1084;0;3700;boker-francesca-da-rimini;am000503;AmDraCor;1883;George Henry;male;1823;1890;"Paolo (M); René (M); First Nobleman (M); Second Nobleman (M); Pepé (M); Malatesta (M); Lanciotto (M); Cardinal (M); Guido da Polenta (M); Francesca da Rimini (F); Ritta (F); Messenger (Unk); Nobleman (M); Servant (Unk); Captain (M); Knight (M); Soldier (M)";;60;False;https://www.wikidata.org/wiki/Q13407942;DraCor: https://dracor.org/
am000504;;Boker, George H.;0;Glaucus;;Verse;https://archive.org/details/glaucusandotherp009339mbp;1940;;;;;25;False;;1940;25;5;17;3;3;1;227;;5;5;28831;28275;1800;1;4023;boker-glaucus;am000504;AmDraCor;1940;George Henry;male;1823;1890;"Clodius (M); Burbo (M); Strabo (M); Sallust (M); Dudus (M); Nydia (F); Gladiators (M); Praetor (M); 1st Officer (M); Lydon (M); 1st Gladiator (M); Glaucus (M); Saphax (M); Ione (F); Apaecides (M); Arbaces (M); Calenus (M); 1st Citizen (M); Citizens (Unk); 1st Maid (F); 2nd Maid (F); 3rd Maid (F); Servant (Unk); Officer (M); Crowd (Unk)";;;True;https://www.wikidata.org/wiki/Q13407942;DraCor: https://dracor.org/
am000515;;Belasco, David;0;The Return of Peter Grimm;;Romance;https://www.gutenberg.org/ebooks/13319;1928;;;;;14;False;;1928;14;3;9;2;0;1;84;;3;3;31088;26917;9082;1020;42;belasco-the-return-of-peter-grimm;am000515;AmDraCor;1928;;male;1853;1931;"CATHERINE (F); JAMES (M); FREDERIK (M); PETER (M); WILLIAM (M); MARTA (F); DR MACPHERSON (M); MRS BATHOLOMMEY (F); REV MR BATHOLOMMEY (M); THE CLOWN (Unk); COLONEL LAWTON (M); A VOICE (Unk); HAWKER'S VOICE (M); BARKER'S VOICE (M)";;75;False;https://www.wikidata.org/wiki/Q562719;DraCor: https://dracor.org/
am000530;;Barker, James Nelson;0;The Indian Princess;;"Melodrama; Opera";http://www.gutenberg.org/ebooks/29230;1808;;;;;24;False;;1808;24;4;8;10;2;1;173;;12;3;15379;13806;1315;345;882;barker-the-indian-princess;am000530;AmDraCor;1808;;male;1784;1858;"Percy (M); Walter (M); Larry (M); Robin (M); Alice (F); Captain Smith (M); Lieutenant Rolfe (M); Nima (Unk); Pocahontas (F); Miami (M); Nantaquas (Unk); [Adventurers] (Unk); Powhatan (Unk); Grimosco (Unk); Indian (Unk); First Indian (Unk); Second Indian (M); Chorus (Unk); Talman (Unk); Kate (F); Geraldine (F); Delawar (Unk)";;24;False;https://www.wikidata.org/wiki/Q1680890;DraCor: https://dracor.org/
am000642;;Anonymous;0;Catharine Brown, the Converted Cherokee;;Drama;https://www.gutenberg.org/ebooks/39828;1819;;;;;45;False;;1819;45;16;25;4;0;2;438;;5;5;8546;7993;823;237;66;anonym-catharine-brown-the-converted-cherokee;am000642;AmDraCor;1819;Early American Plays, 1714-1830, ed. Oscar Wegelin;unknown;;;"Mr Olmstead (M); Mr Thornton (M); Mr Chamberlain (M); The Father of Catharine Brown (M); The Mother of Catharine Brown (F); Mrs Chamberlain (F); Catharine (F); Loory (Unk); Mammoo (Unk); Susan (F); Two Boys (M); John (M); Sarah (F); Mr Hoyt (M); Mrs Hoyt (F); Mr Elliott (M); Catharine Brown (F); First Chief (M); First Woman (F); First Boy (M); Second Boy (M); First Girl (F); Second Girl (F); Second Woman (F); Second Chief (M); Girls (F); Osage Captive (Unk); Lyman (M); Lucy (F); Maria (F); Julia (F); Caroline (F); Elias (M); Mr Hicks (M); King (M); Third Chief (M); Fourth Chief (M); Fifth Chief (M); Sixth Chief (M); Seventh Chief (M); Eighth Chief (M); Ninth Chief (M); Tenth Chief (M); Eleventh Chief (M); Children (Unk)";;;;;DraCor: https://dracor.org/
am000643;;Anonymous;0;The Blockheads;;"Opera; Drama";https://www.gutenberg.org/ebooks/39828;1782;;;;;21;False;;1782;21;4;12;2;0;3;39;;12;2;4418;3351;577;70;192;anonym-the-blockheads;am000643;AmDraCor;1782;Early American Plays, 1714-1830, ed. Oscar Wegelin;unknown;;;"AMITA (F); PRODIGIATOR (M); LIBERTA (F); OLD SHAVER (M); OLD WIG (M); YOUNG WIG (M); MEANWELL (M); MYNHEER (M); DECEPTION (F); JOHN (M); AMERICANA (F); GANDER (M); ENGLISH SAILOR (Unk); PRESIDENT (M); SECOND MEMBER (M); THIRD MEMBER (Unk); FOURTH MEMBER (M); FIFTH MEMBER (M)";;;;;DraCor: https://dracor.org/
am000646;;Anonymous;0;The Battle of Brooklyn;;Comedy;https://www.gutenberg.org/ebooks/39828;1776;;;;;19;False;;1776;19;2;12;5;0;1;45;;8;2;7435;7062;288;225;0;anonym-the-battle-of-brooklyn;am000646;AmDraCor;1776;Early American Plays, 1714-1830, ed. Oscar Wegelin;unknown;;;"Stirling (Unk); Joe King (M); Clark (Unk); Lasher (Unk); Remsen (Unk); Officer (M); Betty (F); Lady Gates (F); Washington (M); Sullivan (M); Putnam (M); Ebenezer Snuffle (M); Skinner (M); Soldier (M); 1st Soldier (M); 2d Soldier (M); Pennsylvanian (Unk); Centinel (M); Noah (M)";;;;;DraCor: https://dracor.org/
am000654;;Aldrich, Thomas Bailey;0;Mercedes;;Romance;https://archive.org/details/mercedeslyrics00aldrrich;1884;;;;;10;False;;1884;10;2;8;0;0;1;30;;7;2;5370;4918;429;202;19;aldrich-mercedes;am000654;AmDraCor;1884;;male;1836;1907;"Laboissière (M); Louvois (M); Padre Joséf (M); Mercedes (F); Ursula (F); 1st Soldier (M); 2d Soldier (M); 3d Soldier (M); 4th Soldier (M); Sergeant (M)";;48;False;https://www.wikidata.org/wiki/Q922191;DraCor: https://dracor.org/
am000658;;Alcott, Louisa May;0;Bianca;;"Opera; Comedy; Tragedy";https://www.gutenberg.org/ebooks/33986;1893;;;;;5;False;;1893;5;2;3;0;0;1;5;;6;6;1844;1652;194;46;18;alcott-bianca;am000658;AmDraCor;1893;;female;1832;1888;"Huon (M); Adelbert (M); Bianca (F); Hilda (F); Juan (M)";;;True;https://www.wikidata.org/wiki/Q185696;DraCor: https://dracor.org/
am000659;;Alcott, Louisa May;0;Captive of Castile;;Comic Tragedy;https://www.gutenberg.org/ebooks/33986;1893;;;;;5;False;;1893;5;1;4;0;0;1;6;;9;9;7265;7110;209;124;0;alcott-captive-of-castile;am000659;AmDraCor;1893;;female;1832;1888;"Ernest L'Estrange (M); Zara (F); Bernardo (M); Selim (M); Hernando (M)";;;True;https://www.wikidata.org/wiki/Q185696;DraCor: https://dracor.org/
am000681;;Wilson, Louise Latham;0;A Case of Suspension;;Comedy;https://archive.org/details/caseofsuspension00wils;1916;;;;;14;False;;1916;14;5;7;2;1;1;91;;1;0;5592;5161;532;240;0;wilson-a-case-of-suspension;am000681;AmDraCor;1916;;male;;;"KATHLEEN (F); DOROTHY (F); ALICE (F); MILDRED (F); JONAS (M); PROFESSOR (M); MAN OUTSIDE (M); MAN (M); HAROLD (M); TOM (M); OTHERS (Unk); JACK (M); MISS JUDKINS (F); VOICE (Unk)";;;;;DraCor: https://dracor.org/
am000706;;Warren, Mercy Otis;0;The Ladies of Castile;;Tragedy;https://en.wikisource.org/wiki/The_Ladies_of_Castile;1790;;;;;8;False;;1790;8;2;6;0;0;1;16;;24;5;16463;15366;597;0;1848;warren-the-ladies-of-castile;am000706;AmDraCor;1790;;female;1728;1814;"Don Francis (M); Don Juan de Padilla (M); Don Velasco (M); Conde Haro (M); Don Pedro Ghiron (M); Donna Maria (F); Donna Louisa (F); Socia (M)";;62;False;https://www.wikidata.org/wiki/Q2338545;DraCor: https://dracor.org/
am000709;;Warren, Mercy Otis;0;The Group;;"Comedy; Farce";https://www.gutenberg.org/ebooks/29224;1775;;;;;15;False;;1775;15;1;13;1;0;1;53;;4;3;6479;5904;296;0;723;warren-the-group;am000709;AmDraCor;1775;Representative Plays by American Dramatists: Vol 1, 1765-1819, ed. Montrose J. Moses;female;1728;1814;"Simple Sapling, Esq; (M); Crusty Crowbar, Esq; (M); Lord Chief Justice Hazlerod (M); Brigadier Hateall (M); Hector Mushroom (M); Scriblerius Fribble (M); Monsieur de Francois (M); Beau Trumps (M); Hum Humbug Esq; (M); Collateralis (M); Dick the Publican (M); Sylla (Unk); Dupe (M); Judge Meagre (M); Lady (F)";;47;False;https://www.wikidata.org/wiki/Q2338545;DraCor: https://dracor.org/
am000716;;Tyler, Royall;0;The Contrast;;Comedy;http://www.gutenberg.org/ebooks/29228;1790;;;;;10;False;;1790;10;5;4;1;0;1;31;;10;5;20392;19805;416;524;40;tyler-the-contrast;am000716;AmDraCor;1790;;male;1757;1826;"Letitia (F); Charlotte (F); Servant (Unk); Maria (F); Vanrough (M); Manly (M); Jessamy (F); Jonathan (M); Dimple (M); Jenny (F)";;33;False;https://www.wikidata.org/wiki/Q2171170;DraCor: https://dracor.org/
am000743;;Sutherland, Evelyn Greenleaf Baker;0;In Far Bohemia;;"Domestic; Drama; One-act";https://archive.org/details/powhitetrashothe00suth;1900;;;;;3;False;;1900;3;2;1;0;0;1;3;;1;0;4257;3678;957;70;0;sutherland-in-far-bohemia;am000743;AmDraCor;1900;;male;1855;1908;"Mrs Pennypacker (F); Karen Demar (F); Alec McLaren (M)";;45;False;https://www.wikidata.org/wiki/Q1381749;DraCor: https://dracor.org/
am000749;;Sutherland, Evelyn Greenleaf Baker;0;A Bit of Instruction;;"Comedy; One-act";https://archive.org/details/powhitetrashothe00suth;1900;;;;;3;False;;1900;3;0;2;0;0;1;3;;1;0;4165;3716;559;168;23;sutherland-a-bit-of-instruction;am000749;AmDraCor;1900;;male;1855;1908;"Jack Despard (M); Mertoun Newbury (M)";;45;False;https://www.wikidata.org/wiki/Q1381749;DraCor: https://dracor.org/
am000806;;Smith, Winchell;0;The Fortune Hunter;;Comedy;https://archive.org/details/fortunehunter00smitrich;1929;;;;;24;False;;1929;24;4;19;0;0;1;172;;4;4;30264;27317;7725;1567;0;smith-the-fortune-hunter;am000806;AmDraCor;1929;;male;1871;1933;"ROBBINS (M); NEWSBOY (M); BURNHAM (M); JIM (M); LARRY (M); NAT (M); WILLIE (M); HARRY (M); HI (M); WATTY (M); BETTY (F); TRACEY (F); LOCKWOOD (M); BARNETT (M); GRAHAM (M); ROLAND (M); ANGIE (F); JOSIE (F); SPERRY (M); PETE (M); HERMAN (M); TRACE (M); KELLOGG (M)";;58;False;https://www.wikidata.org/wiki/Q16856861;DraCor: https://dracor.org/
am000810;;Smith, Richard Penn;0;The Triumph at Plattsburg;;History;https://en.wikisource.org/wiki/Representative_American_Plays/The_Triumph_at_Plattsburg;1917;;;;;16;False;;1917;16;4;12;0;1;1;53;;6;2;7671;6613;337;263;0;smith-the-triumph-at-plattsburg;am000810;AmDraCor;1917;;male;1799;1854;"Corporal Peabody (M); Dr Drench (M); Andre Macklegraith (M); Mrs Drench (F); Elinor M'Crea (F); Mrs Macklegraith (F); Lucy (F); Major M'Crea (M); Capt Stanley (M); Sentinel (M); Col McCrea (M); 1st Soldier (M); Landlord (M); 2nd Soldier (M); Capt Peabody (M); Soldiers (M)";;;True;https://www.wikidata.org/wiki/Q7328357;DraCor: https://dracor.org/
am000860;;Sanford, Amelia;0;The Advertising Girls;;Masque;https://archive.org/details/advertisinggirls00sanf;1900;;;;;12;False;;1900;12;8;0;3;1;1;60;;2;2;4634;3714;1218;139;66;sanford-the-advertising-girls;am000860;AmDraCor;1900;;female;;;"Bicycle Girl (F); Girl Who Did (F); Girl Who Didn't (F); Patent Dressing Girl (F); Chief Rabbit (Unk); Violet Extract Girl (F); Rabbits (Unk); Mrs Motherly (F); Flare's Soap Girl (F); Washing-Powder Girl (F)";;;;;DraCor: https://dracor.org/
am000879;;Putnam, Mary Lowell;1;Tragedy of Errors;;Tragedy;https://archive.org/details/tragedyoferrors00putn;1862;;;;;34;False;;1862;34;13;14;6;2;1;314;;8;5;42473;41059;2112;0;4998;putnam-tragedy-of-errors;am000879;AmDraCor;1862;;female;1810;1898;"Pyrrhus (M); Melas (M); Boaz (M); Milo (M); Bella (F); Flora (F); Chloe (F); Roxana (F); Daffy (F); Philip (M); Theresa (F); Sordel (M); Voices (Unk); Ezekiel (M); Other Voices (Unk); Dorcas (F); Turpin (M); Emma (F); Hermann (M); Stanley (M); Helen (F); Woman (F); Old Man (M); Alice (F); Hecate (F); Woodford (M); Perdita (F); Peter (M); Jubal (M); Many (Unk); Voice (Unk); A voice (Unk); Another voice (Unk)";Bremer, Fredrika;52;False;https://www.wikidata.org/wiki/Q6780849;DraCor: https://dracor.org/
am000923;;Payne, John Howard;0;Charles the Second;;Comedy;https://en.wikisource.org/wiki/Representative_American_Plays/Charles_the_Second;1829;;;;;7;False;;1829;7;2;4;1;0;1;17;;4;3;13879;13372;1312;589;9;payne-the-second;am000923;AmDraCor;1829;;male;1791;1852;"Lady Clara (F); Rochester (M); Edward (M); King Charles II (M); Mary (F); Captain Copp (M); Voice within (Unk)";;38;False;https://www.wikidata.org/wiki/Q4401542;DraCor: https://dracor.org/
am000944;;Noah, M. M.;0;She Would be a Soldier;;History;http://www.gutenberg.org/ebooks/29231;1819;;;;;19;False;;1819;19;3;15;1;0;1;76;;12;3;14429;13117;1213;383;38;noah-she-would-be-a-soldier;am000944;AmDraCor;1819;Mordecai Manuel;male;1785;1851;"Jenkins (M); Jasper (M); Christine (F); Lenox (M); Jerry (M); Adela (F); Corporal (M); La Role (M); Maid (F); Hon Captain Pendragon (M); Waiter (M); Indian Chief (M); Indian (Unk); General (M); Soldier (M); Officer (M); 2d Officer (M); 1st Officer (M); Jailor (M)";;34;False;https://www.wikidata.org/wiki/Q20487790;DraCor: https://dracor.org/
am000968;;Moody, William Vaughn;0;The Faith Healer;;"Romance; Frontier; Drama";https://en.wikisource.org/wiki/Representative_American_Plays/The_Faith_Healer;1912;;;;;16;False;;1912;16;8;5;3;1;1;106;;3;3;20249;16589;6005;956;15;moody-the-faith-healer;am000968;AmDraCor;1912;;male;1869;1910;"Martha Beeler (F); Matthew Beeler (M); Mary Beeler (F); Rhoda Williams (F); Annie Beeler (F); Michaelis (M); Mrs Beeler (F); Uncle Abe (M); Littlefield (M); Rev John Culpepper (M); Mother (F); Voices in the Crowd (Unk); A Voice (Unk); A Negro (Unk); A Woman (F); The Young Mother (F)";;;True;https://www.wikidata.org/wiki/Q1122901;DraCor: https://dracor.org/
cal000001;Q5654107;Calderón de la Barca, Pedro;0;A Dios por razón de estado;;;http://www.cervantesvirtual.com/obra-visor/a-dios-por-razon-de-estado--0/html/;1717;;;;;18;False;;1717;18;10;8;0;0;1;153;;1;1;9898;9577;362;0;1999;a-dios-por-razon-de-estado;cal000001;CalDraCor;1717;;male;1600;1681;"Coros de música. (M); EL INGENIO, galán. (M); EL PENSAMIENTO, loco. (M); Tres mujeres que cantan. (F); LA GENTILIDAD. (F); EL ATEÍSMO. (M); ÁFRICA. (F); LA SINAGOGA. (F); SAN PABLO. (M); LA LEY NATURAL. (F); LA LEY ESCRITA. (F); LA LEY DE GRACIA. (F); EL BAUTISMO. (M); LA CONFIRMACIÓN. (F); LA PENITENCIA. (F); LA EXTREMAUNCIÓN. (F); EL ORDEN SACERDOTAL. (M); EL MATRIMONIO. (M)";;;True;https://www.wikidata.org/wiki/Q170800;DraCor: https://dracor.org/
