Key;WikidataId;Author;No of co-authors;Title;Subtitle;Normalized genre;Archive;Normalized year;Publisher;Publication place;First edition;Num Pages;Size;Libretto;Premier year;Print edition;No of speakers;No of speakers (female);No of speakers (male);No of speakers (unknown);No of person groups;No of connected components;No of edges;Year written;No of segments;No of acts;No of Words;No of words (speakers);No of words (stage directions);No of paragraphs;No of lines;Filename;Xmlid;Corpus;Date;Notes;Author gender (manual);Author birth;Author death;Characters;Co-authors;Author age (time of writing);Posthumous;Authorid;Publication statement;files
fre001856;;Bonhomme, Paul;0;Porte-Veine;Dit par Félix Galipaux;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BONHOMME_PORTEVEINE.xml;1885;;;1885;;1;FALSE;;1885;1;0;1;0;0;1;0;;1;0;798;768;0;0;96;bonhomme-porte-veine;fre001856;FreDraCor;1885;;;;;Le Narrateur(M);;;;;DraCor: https://dracor.org/;texts/bonhomme-porte-veine.xml
fre001857;;Bouchor, Maurice;0;Michel Lando;Drame en vers et en Quatre Actes.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOUCHOR_LANDO.xml;1892;;;1892;;38;FALSE;;1892;38;0;7;31;0;1;279;;53;0;25057;22426;2293;0;2988;bouchor-michel-lando;fre001857;FreDraCor;1892;;male;1855;1929;"Francesca(M); Michel(Unk); Thomas(Unk); Stefano(M); Pirro(Unk); Jacopo(M); L Homme(Unk); Tafo(Unk); Guicciardini(M); Niccolo(Unk); Ferrucci(M); Guerriante(M); Goicciardini(Unk); Simon(Unk); Salvestro(Unk); Premier Patient(Unk); Deuxieme Patient(Unk); Troisieme Patient(Unk); Strozzi(Unk); Albizzi(Unk); Le Peuple(Unk); Un Homme(Unk); Un Autre Homme(Unk); Troisieme Homme(Unk); Premier Homme(Unk); Deuxieme Homme(Unk); Nicolo(Unk); Le Boucher(Unk); Le Notaire(Unk); Un Autre(Unk); Un Jeune Mitron(Unk); Le Mitron(Unk); Les Massiers(Unk); Donata(M); L Officier(Unk); Une Voix(Unk); Un Citoyen(Unk); Un Autre Citoyen(Unk)";;37;False;Q2742471;DraCor: https://dracor.org/;texts/bouchor-michel-lando.xml
fre001858;;Boursault, Edme;1;La Rissolle et Merlin;Scène Tirée du Mercure Galant;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT-POISSON_RISSOLEMERLIN.xml;1889;;;1889;;2;FALSE;;1889;2;0;2;0;0;1;1;;1;0;942;893;13;0;95;boursault-poisson-la-rissole-et-merlin;fre001858;FreDraCor;1889;;male;1638;1701;"Merlin(M); La Rissole(M)";"Boursault, Edme; Poisson, Raymond";;True;Q3047696;DraCor: https://dracor.org/;texts/boursault-poisson-la-rissole-et-merlin.xml
fre001859;;Bruant, Aristide;0;Chansons et Monologues;Tome Premier - 1 à 17;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BRUAND_CHANSONS01.xml;1896;;;1896;;1;FALSE;;1896;1;0;0;1;0;1;0;;17;0;5386;5307;40;0;875;bruand-chansons-et-monologues;fre001859;FreDraCor;1896;;male;1851;1925;Le Chanteur(Unk);;45;False;Q535188;DraCor: https://dracor.org/;texts/bruand-chansons-et-monologues.xml
fre001860;;Livry, Charles;2;Le Tir au Pistolet;Vaudeville en un Acte et en Deux Tableaux;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CHARLES-ADOLPHE-MASSON_TIRAUPISTOLET.xml;1829;;;1829;;17;FALSE;1829;1860;17;3;5;9;0;1;75;;15;0;8614;8154;654;395;325;charles-adolphe-masson-le-tir-au-pistolet;fre001860;FreDraCor;1829;;male;1802;1884;"Joseph(M); Choeur(Unk); Choeur des Garçons(Unk); Martin(M); Les Garçons(Unk); Juliette(F); Duchâtel(M); Blondin(M); Ensemble(Unk); Duvivier(Unk); Virginie(F); Mademoiselle Bernard(F); Tous(Unk); Saint-Eloy(M); Un Amateur(Unk); Un Autre Amateur(Unk); Choeur General(Unk)";"Livry, Charles; Leuven, Adolphe; Masson, Michel ";27;False;Q2087458;DraCor: https://dracor.org/;texts/charles-adolphe-masson-le-tir-au-pistolet.xml
fre001861;;Chevreau, Urbain;0;Coriolan;Tragédie.;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CHEVREAU_CORIOLAN.xml;1638;;;1638;;15;FALSE;1638;1638;15;2;6;7;0;1;25;;27;0;14396;13202;61;0;1519;chevreau-coriolan;fre001861;FreDraCor;1638;;male;1613;1701;"Un Senateur(Unk); Un Autre Senateur(Unk); Sicinie(M); Coriolan(M); Sancine(M); Aufidie(M); Un Second Senateur(Unk); Verginie(F); Velumnie(F); Camille(M); Lieutenant des Volques(Unk); Un Autre Lieutenant(Unk); Un Soldat des Volques(M); Un Lieutenant(Unk); Un Volque(Unk)";;25;False;Q3552156;DraCor: https://dracor.org/;texts/chevreau-coriolan.xml
fre001862;;Chevreau, Urbain;0;La Lucrèce Romaine;Tragédie.;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CHEVREAU_LUCRECE.xml;1637;;;1637;;11;FALSE;1637;1637;11;8;3;0;0;1;24;;23;0;17103;14334;1158;0;1595;chevreau-la-lucrece-romaine;fre001862;FreDraCor;1637;;male;1613;1701;"Tarquin(M); Colatin(F); Sexte(F); Maxime(F); Misene(F); Tullie(F); Lucrèce(F); Cecilie(F); Melixene(F); Brute(M); Lucretie(M)";;24;False;Q3552156;DraCor: https://dracor.org/;texts/chevreau-la-lucrece-romaine.xml
fre001863;;Siraudin, Paul;2;La Société du Doigt dans l'Oeil;Comédie-Vaudeville en un Acte;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CLAIRVILLE-SIRAUDIN-MOREAU_SOCIETEDUDOIGTDANSLOEIL.xml;1860;;;1860;;5;FALSE;;1860;5;1;3;0;0;1;8;;18;0;6644;6431;367;420;164;clairville-siraudin-moreau-la-societe-du-doigt-dans-l-oeil;fre001863;FreDraCor;1860;;male;1812;1883;"Louise(F); Alfred(M); Corniquet(M); Duverdier(M)";"Siraudin, Paul; Delacour, Alfred; Delacour, Alfred ";48;False;Q3372207;DraCor: https://dracor.org/;texts/clairville-siraudin-moreau-la-societe-du-doigt-dans-l-oeil.xml
fre001864;;Collé, Charles;0;Scènes Détachées de la Guinguette;;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/COLLE_GUINGUETTE.xml;1755;;;1755;;5;FALSE;;1755;5;0;0;5;0;1;8;;2;0;1185;989;124;56;0;colle-scenes-detachees-de-la-guinguette;fre001864;FreDraCor;1755;;male;1709;1783;"Le Perruquier(Unk); L Abbe(Unk); Tonton(Unk); Τοντον(Unk); Le Soldat(Unk)";;46;False;Q2404425;DraCor: https://dracor.org/;texts/colle-scenes-detachees-de-la-guinguette.xml
fre001865;;Collé, Charles;0;Tanzai et Neadarné, Tragi-Comédie;;Tragicomedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/COLLE_TANZAINEADARNE.xml;1777;;;1777;;6;FALSE;;1777;6;1;3;2;0;1;11;;9;0;4000;3560;130;0;412;colle-tanzai-et-neadarne;fre001865;FreDraCor;1777;;male;1709;1783;"Neadarné(F); Moustache(Unk); Tanzaï(M); Jonquille(Unk); Saugrenutio(M); Azort(M)";;68;False;Q2404425;DraCor: https://dracor.org/;texts/colle-tanzai-et-neadarne.xml
