Key;Author;Title;Date;Reference year;Notes;files;No of words;Language;Authorid;Author gender (manual);Author birth;Author death;Size;Time slot;Corpus;First edition;Digital edition;Print edition;Provenance;Titleid;Subgenre;Narrative perspective;Reprint count;Xmlid;Author age (time of writing);Posthumous;Publication statement
SRP18751;Глишић, Милован;Глава шећера;1875;1875;authorid: https://www.wikidata.org/wiki/Q604086;texts/SRP18751_MilivanG_GlavaSecera.xml;11035;Serbian;https://viaf.org/viaf/73846855;male;1847;1908;short;1860-1879;ELTeC-srp;1875;1987;;Антологија српске књижевности, Учитељски факултет, Универзитет у Београду;https://www.wikidata.org/wiki/Q109303307;;;high;SRP18751;28;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18752;Радуловић, Пера;Без оца и мајке;1875;1875;;texts/SRP18752_PeraR_BezOcaMajke.xml;29321;Serbian;https://www.wikidata.org/wiki/Q108839327;male;;;short;1860-1879;ELTeC-srp;1875;;1881;;https://www.wikidata.org/wiki/Q109303301;;;low;SRP18752;;;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18760;Јакшић, Ђура;Чича Тима : приповетка из учитељског живота;1876;1876;authorid: https://www.wikidata.org/wiki/Q109336256;texts/SRP18760_DjuraJ_CicaTima.xml;29793;Serbian;https://viaf.org/viaf/47570198;male;1832;1878;short;1860-1879;ELTeC-srp;1876;;;;https://www.wikidata.org/wiki/Q109336256;;;low;SRP18760;44;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18780;Михајловић, Бранко;Пред зору : роман у два дела;1878;1878;"Михајловић, Бранко [Љубиша Бранковић]; authorid: https://www.wikidata.org/wiki/Q108839328";texts/SRP18780_BrankoM_PredZoru.xml;57165;Serbian;https://viaf.org/viaf/85154625;male;1857;1918;medium;1860-1879;ELTeC-srp;1878;;;;https://www.wikidata.org/wiki/Q109336227;;;low;SRP18780;21;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18790;Милићевић, Милан Ђ.;Јурмуса и Фатима или Турска сила сама себе једе: прича о ослобођењу шест округа 1832-1834;1879;1879;authorid: https://www.wikidata.org/wiki/Q2980829;texts/SRP18790_MilanDjM_JurmusaFatima.xml;18012;Serbian;https://viaf.org/viaf/64038897;male;1831;1908;short;1860-1879;ELTeC-srp;1879;;;;https://www.wikidata.org/wiki/Q109336091;;;low;SRP18790;48;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18791;Барунчић, Коста;Пастир краљ или Ослобођење Србије : историјска приповетка / написао К. Б.;1879;1879;;texts/SRP18791_KostaB_PastirKralj.xml;32447;Serbian;https://www.wikidata.org/wiki/Q108983662;male;;;short;1860-1879;ELTeC-srp;1879;;;;https://www.wikidata.org/wiki/Q109336116;;;low;SRP18791;;;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18792;Милићевић, Милан Ђ.;Хајдуци : биљешке с пута по Рујну;1879;1879;authorid: https://www.wikidata.org/wiki/Q2980829;texts/SRP18792_MilanDjM_Hajduci.xml;13096;Serbian;https://viaf.org/viaf/64038897;male;1831;1908;short;1860-1879;ELTeC-srp;1879;;1922;;https://www.wikidata.org/wiki/Q110814337;;;low;SRP18792;48;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18793;Јеремић, Јован;Љубав и патриотизам;1879;1879;authorid: https://www.wikidata.org/wiki/Q110813745;texts/SRP18793_JovanJ_LjubavPatriot.xml;10304;Serbian;https://viaf.org/viaf/235008989;male;1860;1931;short;1860-1879;ELTeC-srp;1879;;;;https://www.wikidata.org/wiki/Q110814768;;;low;SRP18793;19;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18800;Комарчић, Лазар;Драгоцена огрлица: прича у своје време;1880;1880;authorid: https://www.wikidata.org/wiki/Q12754437;texts/SRP18800_DragocenaOgrlica.xml;51104;Serbian;https://viaf.org/viaf/14831335;male;1833;1909;medium;1880-1899;ELTeC-srp;1880;;;;https://www.wikidata.org/wiki/Q109336073;;;low;SRP18800;47;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18840;Гавриловић, Драга;Из учитељичког живота;1884;1884;authorid: https://www.wikidata.org/wiki/Q31181207;texts/SRP18840_DraginjaG_IzUcitZivota.xml;18652;Serbian;https://viaf.org/viaf/17281658;female;1854;1917;short;1880-1899;ELTeC-srp;1884;;1990;;https://www.wikidata.org/wiki/Q109336083;;;high;SRP18840;30;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
